,Question,Correct
2429,It is important for parents to set clear expectations for their children.,True.
2430,Parents should never force their children to do something they do not want to do.,False.
2431,Wallpaper is a cost-effective way to add dimension and color to a room.,True
2432,Vintage decor is no longer in style.,False
2433,Neutral colors always make a room look dull.,False
2434,Lighting can drastically change the mood of a room.,True
2435,Marble is a durable material for a coffee table.,False
2436,Mirrors make a room look smaller.,False
2437,Dark curtains make a room feel cozier.,True
2438,Accent walls should always be the brightest color in the room.,False
2439,Minimalist homes are always uninviting.,False
2440,Drapes and curtains serve the same purpose.,False
2441,An area rug should be big enough for all furniture to fit on it.,True
2442,Marble floors are difficult to maintain.,True
2443,Black and white is a timeless color scheme for any room.,True
2444,Painted brick walls add texture to a room.,True
2445,Bohemian decor is only suited for outdoor spaces.,False
2446,It is easier to decorate a room with neutral colors.,True
2447,Velvet is a low-maintenance fabric for furniture.,False
2448,Matching furniture sets are the best way to furnish a room.,False
2449,Florals prints are outdated.,False
2450,Wallpaper should only be used on one wall in a room.,False
2451,Using plants as decor is a fad.,False
2452,Curtains are optional but blinds are necessary in a room.,False
2453,Outdoor furniture cannot be used indoors.,False
2454,Crown molding only looks good in traditional homes.,False
2455,You should always go for an entirely monochrome color palette in a room.,False
2456,Granite countertops are a low-cost option for a kitchen.,False
2457,Metal finishes should always match throughout a room.,False
2458,Vintage furniture is not comfortable.,False
2459,Natural light is always better than artificial lighting.,False
2460,Faux fur is a good upholstery choice for a home with pets.,True
2461,Using too many throw pillows can make a room look cluttered.,True
2462,Rustic decor only works in cabins and cottages.,False
2463,A coffee table should always be the focal point of a room.,False
2464,Light-colored walls make a room seem bigger.,True
2465,Hardwood floors are low-maintenance.,False
2466,An eclectic style cannot be pulled off without clashing patterns.,False
2467,You should only use one metal finish in a room.,False
2468,Gallery walls make a room feel cluttered.,False
2469,Shag carpet is making a comeback.,True
2470,A statement piece should always be placed in the center of a room.,False
2471,Area rugs are not necessary on carpeted floors.,False
2472,Curtains should always graze the floor.,False
2473,Dark walls make a room feel smaller.,True
2474,Canvas art prints are a cheap way to decorate a room.,False
2475,Plants in the bedroom can disrupt your sleep.,False
2476,You should always stick to one style of decor in a room.,False
2477,Wood paneling is outdated.,False
2478,Floating shelves always make a room look cluttered.,False
2479,Mason jars are no longer trendy as a decor item.,False
2480,Mixing patterns is a design faux-pas.,False
2481,The moon is the only planetary body humans have landed on.,False
2482,There is no evidence of water on other planets besides Earth.,False
2483,Spacecrafts can only travel as far as our solar system.,False
2484,Space exploration is primarily focused on finding extraterrestrial life.,False
2485,The only way to explore space is to send humans on missions.,False
2486,The International Space Station (ISS) is the only functioning space station currently in orbit.,False
2487,Satellites are only used for communication and navigation.,False
2488,Space probes do not have the ability to travel outside of our solar system.,True
2489,"The term ""black hole"" refers to a hole in space.",False
2490,The first satellite launched into space was Russian.,True
2491,Space exploration is not a priority for government funding.,False
2492,Astronauts experience zero-gravity in space because they are far away from Earth's gravity.,False
2493,The Hubble Space Telescope can observe stars that are billions of light years away.,True
2494,The International Space Station is owned and operated by the United States.,False
2495,The first human to travel to space was Yuri Gagarin.,True
2496,Mars is the only planet that humans have rovers on.,False
